trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
164,False,"{'a': 0.8, 'e': 3.7180249851279e-05}",20,8,23.940106975270194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8, 'e': 3.6730945821854914e-05}",25,15,16.80945869414591,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.8, 'e': 3.628973726230222e-05}",20,12,13.5641729151663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.8, 'e': 3.58564308508731e-05}",30,7,41.76267516441835,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8, 'e': 3.5430839002267575e-05}",30,7,43.612441526501684,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 3.501277966457757e-05}",20,4,32.66518626403261,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8, 'e': 3.460207612456748e-05}",30,13,30.440918852211404,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8, 'e': 3.419855682090216e-05}",25,10,30.814197643460773,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.8, 'e': 3.380205516495403e-05}",20,10,21.049587034784384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 3.3412409368839586e-05}",25,12,25.350606307961574,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8, 'e': 3.302946228035408e-05}",25,8,32.49885637304178,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 3.265306122448979e-05}",25,13,24.291766428464364,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 3.228305785123967e-05}",20,8,22.270629777347157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 3.191930798940279e-05}",25,8,29.49049249478205,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 3.156167150612296e-05}",30,18,21.448016579997926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 3.121001217190475e-05}",25,14,22.481223612160363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.8, 'e': 3.08641975308642e-05}",30,19,21.102529517465957,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 3.0524098775983637e-05}",30,24,10.84210005966626,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.8, 'e': 3.0189590629151068e-05}",25,12,22.6316587593522,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.8, 'e': 2.986055122577563e-05}",25,15,21.25314445323063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 2.953686200378072e-05}",20,8,25.863596665003158,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.8, 'e': 2.9218407596785974e-05}",25,7,36.63485584977182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 2.8905075731298415e-05}",20,10,18.607994324980147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 2.8596757127741712e-05}",20,9,21.31385797125607,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 2.8293345405160706e-05}",20,7,28.20084401978955,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 2.7994736989445986e-05}",20,8,26.282272334288404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 2.7700831024930747e-05}",25,0,40.390483334524944,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,False,"{'a': 0.8, 'e': 2.7411529289219047e-05}",25,7,28.907832113408116,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 2.712673611111111e-05}",20,8,24.185685521817376,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 2.684635829149776e-05}",25,11,24.008534952697023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 2.6570305027101713e-05}",20,13,13.137395593668579,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 2.6298487836949376e-05}",30,14,29.287615342957153,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 2.6030820491461892e-05}",20,16,7.081508305662931,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 2.5767218944059367e-05}",20,1,34.76607126276878,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.8, 'e': 2.5507601265177022e-05}",20,11,14.711244646906989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 2.52518875785965e-05}",20,13,12.049687420781197,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 2.5e-05}",20,14,13.78596653044907,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.8, 'e': 2.475186257765897e-05}",30,11,12.092087998698643,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.8, 'e': 2.450740123517302e-05}",20,12,14.61937035358005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.8, 'e': 2.4266543716178503e-05}",20,10,19.977077416356934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 2.4029219530949635e-05}",20,6,28.409395488927647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 2.3795359904818562e-05}",25,9,29.694092241543395,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 2.356489772834386e-05}",25,12,24.191267300803993,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.8, 'e': 2.3337767509160075e-05}",20,10,18.625733758900573,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 2.3113905325443786e-05}",20,13,11.625744675872642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 2.2893248780934502e-05}",20,14,10.561779871043226,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.8, 'e': 2.2675736961451248e-05}",20,0,26.60750327972092,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.8, 'e': 2.246131039284832e-05}",30,12,36.92678701489098,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 2.2249911000356e-05}",35,17,32.560616318776624,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 2.2041482069254335e-05}",20,16,6.985305056461182,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 2.1835968206830292e-05}",20,11,17.3511267654487,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 2.1633315305570577e-05}",20,0,35.65974992910415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.8, 'e': 2.143347050754458e-05}",20,8,21.02954436145112,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 2.123638216993353e-05}",25,18,7.692317932977012,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.8, 'e': 2.1041999831664002e-05}",20,12,14.199669714586593,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 2.085027418110548e-05}",20,11,14.298455480728192,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 2.066115702479339e-05}",20,14,12.879416524791399,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.8, 'e': 2.047460125714052e-05}",30,18,20.564055977759857,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 2.029056083110137e-05}",25,7,33.50795731107661,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 2.0108990729755272e-05}",30,19,18.223045695624045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 1.992984693877551e-05}",20,14,11.018046358573322,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 1.9753086419753087e-05}",25,16,21.096215488269124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 1.9578667084344897e-05}",25,9,28.906446600205506,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 1.9406547769217335e-05}",20,7,24.1604368291684,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 1.9236688211757463e-05}",25,3,39.4831722134843,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 1.9069049026525047e-05}",25,11,26.792985625546606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 1.8903591682419658e-05}",20,12,16.061648997523672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 1.874027848053822e-05}",25,10,28.911928594091545,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 1.8579072532699166e-05}",30,16,26.56399611878263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 1.8419937740610438e-05}",35,17,34.55500586722967,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 1.826283877565929e-05}",25,15,18.44232483157794,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 1.8107741059302852e-05}",25,11,26.481147935519182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 1.795461074403907e-05}",25,15,20.806337726302544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 1.780341469493849e-05}",20,9,21.1579204948898,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 1.76541204717181e-05}",25,18,14.414781697521946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 1.7506696311339088e-05}",20,7,25.723226047017356,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 1.736111111111111e-05}",20,14,11.930668020554759,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 1.721733441228629e-05}",20,9,19.437898321248046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 1.7075336384126766e-05}",20,6,25.49232516255691,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 1.6935087808430286e-05}",25,13,27.23015731213757,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 1.679656006449879e-05}",20,13,13.283415380718544,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 1.665972511453561e-05}",30,22,15.231452118277975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 1.6524555489457333e-05}",25,15,19.05080089003867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 1.6391024275106952e-05}",20,10,17.83474700536177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 1.625910509885536e-05}",25,0,40.85486069968807,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.8, 'e': 1.6128772116578765e-05}",25,8,31.573035773425676,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 1.6e-05}",20,5,26.251774720501047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 1.5872763924382153e-05}",25,7,32.74310146073269,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 1.5747039556563368e-05}",20,10,17.683466237554935,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 1.5622803043322032e-05}",25,16,16.729186524773052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 1.5500031000062e-05}",30,18,21.743206352525313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 1.5378700499807768e-05}",20,12,14.836656274073144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 1.52587890625e-05}",20,7,23.479232819327315,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 1.5140274644582053e-05}",20,6,15.243394988768525,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 1.5023135628868457e-05}",20,8,25.223883358397888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 1.4907350814686721e-05}",25,18,14.688567684512812,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 1.4792899408284024e-05}",30,14,31.07116363860045,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 1.46797610134907e-05}",35,15,35.91923776996432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 1.4567915622632714e-05}",25,16,16.9839647917938,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.8, 'e': 1.4457343607685523e-05}",20,15,10.264413185070598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 1.4348025711662075e-05}",25,13,21.922789252370528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 1.423994304022784e-05}",30,17,22.57913251659169,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 1.4133077053536096e-05}",25,10,24.922301608388292,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 1.4027409558276873e-05}",20,4,-14.630176122018831,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
268,False,"{'a': 0.8, 'e': 1.392292269993317e-05}",20,14,11.177947251852364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.8, 'e': 1.3819598955238318e-05}",25,19,13.021590907286276,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 1.3717421124828532e-05}",20,12,15.440002899359367,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 1.3616372326084885e-05}",20,10,19.126492589970603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 1.351643598615917e-05}",25,10,27.29121999917188,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 1.3417595835178253e-05}",20,4,22.586436283101833,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 1.3319835899621716e-05}",25,17,12.670620212428616,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 1.3223140495867768e-05}",20,12,18.116868682410377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 1.312749422390254e-05}",25,16,5.15528627189598,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 1.3032881961188077e-05}",25,18,12.562160926005316,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.8, 'e': 1.2939288856684436e-05}",30,11,39.16466243054604,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 1.2846700325021518e-05}",20,6,29.82735309755579,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 1.2755102040816327e-05}",20,14,11.45094946158455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 1.2664479933131545e-05}",25,11,26.144163998471655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 1.2574820180071425e-05}",30,17,24.091747989730656,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 1.2486109203511094e-05}",20,5,26.667072828047928,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 1.2398333663955564e-05}",20,10,15.99569846038504,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 1.2311480455524777e-05}",25,6,34.73603614883663,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 1.2225536701061176e-05}",20,6,27.185537469448644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 1.2140489747356409e-05}",30,13,34.2311677868793,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 1.2056327160493826e-05}",20,3,23.85791367928668,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 1.1973036721303624e-05}",30,10,31.572784093715313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 1.1890606420927467e-05}",30,11,35.07038111675222,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 1.1809024456489649e-05}",20,15,10.895288006124836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 1.1728279226871834e-05}",25,10,27.53516135210631,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 1.1648359328588568e-05}",20,1,31.72685696302464,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 1.156925355176084e-05}",25,13,21.972417084292776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 1.1490950876185005e-05}",20,8,21.33485804982497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 1.1413440467494522e-05}",20,11,16.914605754692705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 1.1336711673412011e-05}",20,13,14.179504663792162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 1.1260754020089185e-05}",20,12,15.760295151859541,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 1.1185557208532343e-05}",25,17,14.169638883055995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 1.1111111111111112e-05}",30,15,27.118044211193244,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 1.1037405768148255e-05}",30,10,35.91291103943964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.8, 'e': 1.0964431384588396e-05}",20,6,27.697053590867352,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 1.0892178326743566e-05}",20,12,15.580441943075266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.8, 'e': 1.0820637119113573e-05}",25,16,15.899218798910137,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.8, 'e': 1.0749798441279227e-05}",20,8,22.701120871784585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 1.0679653124866504e-05}",30,12,28.333201454236022,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 1.0610192150579848e-05}",25,16,16.674104787887348,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 1.0541406645302749e-05}",20,13,13.220956636885953,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 1.0473287879263938e-05}",25,11,25.611626722645042,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.8, 'e': 1.040582726326743e-05}",20,3,25.646304773080104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.8, 'e': 1.0339016345984843e-05}",30,13,34.28982315404107,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 1.027284681130835e-05}",30,12,34.59612755347931,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 1.0207310475762742e-05}",20,0,33.05825207646324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.8, 'e': 1.014239928597509e-05}",25,7,31.99548609739435,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.8, 'e': 1.0078105316200555e-05}",25,10,25.091040142852506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 1.00144207659029e-05}",20,14,10.111256593846042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 9.95133795738837e-06}",20,12,16.982479344757575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,19,10.960808049590499,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,7,43.38724476505106,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,27.089566956723015,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,19,12.797190603527797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,3,27.362078249406615,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,29.766765708577193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,13,23.79625330279014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",35,18,34.96444472365879,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,3,31.712589630314437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,28.473493503455387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
